t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1556558414,180,1.000000,0.010216,0.000000,0.100557,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.409578,0.462473,0.341757,0.162323,calls/second,milliseconds
1556558417,182,1.000000,0.009585,0.000000,0.097431,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411318,0.473469,0.346026,0.164748,calls/second,milliseconds
1556558420,183,1.000000,0.009280,0.000000,0.095885,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.410791,0.467594,0.346918,0.166051,calls/second,milliseconds
1556558423,184,1.000000,0.008986,0.000000,0.094367,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.410276,0.467594,0.346918,0.166051,calls/second,milliseconds
1556558426,186,1.000000,0.008423,0.000000,0.091389,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411980,0.462190,0.347795,0.167348,calls/second,milliseconds
1556558429,187,1.000000,0.008154,0.000000,0.089929,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411462,0.462190,0.347795,0.167348,calls/second,milliseconds
1556558432,188,1.000000,0.007894,0.000000,0.088496,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.410948,0.457217,0.348658,0.168636,calls/second,milliseconds
1556558435,189,1.000000,0.007639,0.000000,0.087068,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.410440,0.452643,0.349507,0.169918,calls/second,milliseconds
1556558438,191,1.000000,0.007156,0.000000,0.084290,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.412098,0.452643,0.349507,0.169918,calls/second,milliseconds
1556558441,192,1.000000,0.006924,0.000000,0.082919,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411593,0.448434,0.350341,0.171193,calls/second,milliseconds
1556558444,193,1.000000,0.006699,0.000000,0.081575,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411087,0.448434,0.350341,0.171193,calls/second,milliseconds
1556558447,195,1.000000,0.006271,0.000000,0.078942,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.412714,0.444561,0.351162,0.172461,calls/second,milliseconds
1556558450,196,1.000000,0.006067,0.000000,0.077653,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.412213,0.456989,0.355275,0.174829,calls/second,milliseconds
1556558453,197,1.000000,0.005870,0.000000,0.076389,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411719,0.456989,0.355275,0.174829,calls/second,milliseconds
1556558456,198,1.000000,0.005677,0.000000,0.075131,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411232,0.452433,0.356014,0.176077,calls/second,milliseconds
1556558459,200,1.000000,0.005312,0.000000,0.072688,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.412814,0.452433,0.356014,0.176077,calls/second,milliseconds
1556558462,201,1.000000,0.005136,0.000000,0.071484,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.412327,0.448240,0.356741,0.177317,calls/second,milliseconds
1556558465,202,1.000000,0.004967,0.000000,0.070304,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.411843,0.444383,0.357456,0.178551,calls/second,milliseconds
1556558468,204,1.000000,0.004645,0.000000,0.067996,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.413392,0.444383,0.357456,0.178551,calls/second,milliseconds
